"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0003447",55.0703152710605,1.96110725475912,0.326700929470211,6.00275994910487,1.93991324238806e-09,6.94122605227008e-08
"FBgn0030041",123.578200648876,-2.79172234721783,0.296556768582216,-9.41378731824111,4.78574693278595e-21,6.33313844105341e-19
"FBgn0030051",48.7891856259455,1.10050467290161,0.31588603781267,3.48386614527814,0.000494226595602904,0.00586111966933345
"FBgn0259741",47.5562801112287,1.28851070883739,0.32120108251216,4.01153912296858,6.0324177598475e-05,0.000934800499328041
"FBgn0030160",35.9720062553077,1.0015681413814,0.359486426817808,2.78610836644747,0.00533450349202548,0.0410222708009011
"FBgn0052681",238.095188519578,-1.05364741235762,0.173531756349547,-6.07178440720236,1.26496685795473e-09,4.66638437821618e-08
"FBgn0052677",75.0131752713927,1.25552941057767,0.265091534378519,4.73621088474642,2.17751006722877e-06,4.91975648522662e-05
"FBgn0025111",2194.66017045299,2.83189512205784,0.10143424265905,27.9185317287445,1.58960099936813e-171,3.31312588293302e-168
"FBgn0003360",6410.64597533113,-3.16415172205201,0.109383916362857,-28.927029011794,5.45970139159306e-184,2.27587652508557e-180
"FBgn0003366",27.0673410564286,-1.7988841701493,0.447081757974521,-4.02361343996463,5.73119588169044e-05,0.000896453659768352
"FBgn0030326",208.802072210454,-1.223543116168,0.209821269522855,-5.83135884627141,5.49778080003786e-09,1.87081626652717e-07
"FBgn0052625",223.704974753528,1.57678747845377,0.202664658972487,7.78027844838911,7.23650932525748e-15,5.85735711113317e-13
"FBgn0030598",56.0700535261113,2.28500498472098,0.324011001497047,7.05224506008575,1.76053781234825e-12,1.01927803760746e-10
"FBgn0263257",121.318731253506,-1.02226924770069,0.234609966626861,-4.35731381065567,1.31668422169345e-05,0.000253514927396266
"FBgn0030954",25.2786591846801,1.4180325894526,0.426444922215427,3.32524205490774,0.0008834180228709,0.00933809111523588
"FBgn0085359",101.02563399178,-4.94821082827366,0.430433208288012,-11.4958853847603,1.38355059305071e-30,3.20407258173994e-28
"FBgn0031150",1191.84745584593,1.25461586297203,0.105650482390026,11.8751550829688,1.59338293701755e-32,4.74429769496974e-30
